ImgPath,centroid1x,centroid1y,centroid1z,centroid2x,centroid2y,centroid2z,centroid3x,centroid3y,centroid3z,centroid4x,centroid4y,centroid4z,centroid5x,centroid5y,centroid5z,centroid6x,centroid6y,centroid6z,cx0,cx11,cx12,cx13,cx14,cx15,cx16,cx23,cx24,cx25,cx26,cx27,cx28,cy0,cy11,cy12,cy13,cy14,cy15,cy16,cy23,cy24,cy25,cy26,cy27,cy28,cz0,cz11,cz12,cz13,cz14,cz15,cz16,cz23,cz24,cz25,cz26,cz28,label
../kotu/Test Data/Dataset82/36\101.jpg,0.686900655,0.64651525,-0.773291985,0.689649721,0.637180289,0.111759476,0.217028742,0.594958295,-0.214824637,0.51752316,0.603427847,0.590744277,0.412522366,0.509704163,-0.408666049,0.546248188,0.515885154,0.345668251,0.891248703,0.721595883,0.697717667,0.673941255,0.670336246,0.673412025,0.692648053,0.391234845,0.333898395,0.525913835,0.205951035,0.635420799,0.111236796,0.535819113,0.509118021,0.513872504,0.640501976,0.652135611,0.761920869,0.773537636,0.43725729,0.419404715,0.601280153,0.595835268,0.771746099,0.769634902,-0.34857139,0.901755095,-0.702652037,0.223778516,-0.837665439,-0.055027105,-0.77955848,0.286408901,-0.286090851,0.584068835,-0.23725526,-0.121127799,36
../kotu/Test Data/Dataset82/36\104.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
../kotu/Test Data/Dataset82/36\111.jpg,0.421985577,0.608299494,0.136169559,0.421064218,0.648099621,-0.403710683,0.483905464,0.534313818,0.257476985,0.6528277,0.526448598,-0.005694335,0.477960457,0.443609158,0.190667575,0.547120144,0.445875317,-0.180384964,0.362214088,0.404640704,0.39842844,0.44462803,0.442381978,0.413923919,0.425146312,0.579261541,0.552634001,0.657458186,0.482818931,0.721763372,0.416263461,0.569631577,0.505365133,0.474442959,0.652873874,0.610041976,0.786059856,0.740413547,0.308675379,0.314368606,0.523585439,0.54201591,0.747084975,0.746556938,-0.141610608,0.143481568,0.164819792,-0.447332829,0.213287488,-0.383208901,0.030401397,-0.159492791,0.159372345,-0.001071782,0.247810587,0.365248024,36
../kotu/Test Data/Dataset82/36\113.jpg,0.46815292,0.769299646,-0.460073719,0.421492428,0.751447678,0.002047016,0.214443098,0.548463166,-0.084953328,0.327939828,0.558288495,0.220798373,0.315254986,0.461886406,-0.189362717,0.339719047,0.466380556,0.128682513,0.396491438,0.413087487,0.427516878,0.430873364,0.461901605,0.420516431,0.515040278,0.296677142,0.29573822,0.309392512,0.222509861,0.37774983,0.125081211,0.701990008,0.573467016,0.572044969,0.764402211,0.779306293,0.916473806,0.956547678,0.274854541,0.256167173,0.550820112,0.557447076,0.849190831,0.831775248,-0.170126364,0.325688124,-0.347383529,0.053952992,-0.502529323,-0.097152486,-0.530308306,0.12676619,-0.126968563,0.209940806,-0.09373606,-0.034155361,36
../kotu/Test Data/Dataset82/36\12.jpg,0.55739361,0.471966287,-0.633424759,0.665031393,0.463493864,0.131674662,0.303496957,0.52061524,-0.148511688,0.343772655,0.558056722,0.256066104,0.384982149,0.511913995,-0.273461213,0.486182332,0.505515585,0.194798927,0.696425319,0.656139851,0.551188111,0.687459707,0.519143701,0.651494622,0.60184902,0.395916015,0.32210958,0.406491131,0.281648755,0.228910819,0.306732535,0.745628119,0.572105169,0.594746172,0.409627885,0.415761292,0.408748537,0.405391395,0.381398827,0.380025148,0.56304276,0.560970664,0.72972858,0.620849907,0.017498914,0.287039727,-0.331224978,0.131540105,-0.661240518,0.160245687,-0.907808781,0.1718404,-0.172207654,0.309318185,-0.316951007,0.043623596,36
../kotu/Test Data/Dataset82/36\122.jpg,0.643126488,0.256293029,-0.162501494,0.653287411,0.275497784,0.088209137,0.538692882,0.526869088,-0.064600366,0.25180607,0.506434272,0.2515197,0.533285906,0.373203566,-0.199368256,0.427873909,0.370364318,0.207871974,0.646591187,0.658905208,0.657047749,0.644476593,0.624618053,0.656480432,0.647713661,0.392798364,0.404788822,0.231918156,0.538021147,0.130701691,0.673268676,0.592027426,0.408820689,0.409140885,0.197450414,0.144313782,0.22022225,0.215424418,0.192821473,0.188292235,0.509450793,0.522177577,0.817030549,0.870137453,-0.066863716,0.312660068,-0.31707415,0.145887315,-0.26517415,-0.062976792,0.094743818,0.210695073,-0.211317271,0.231203958,-0.069713347,0.08722952,36
../kotu/Test Data/Dataset82/36\133.jpg,0.621893009,0.365292937,-0.152832359,0.607782304,0.383038759,0.109673992,0.366923263,0.567255457,-0.091743328,0.550801704,0.568616102,0.161162555,0.483147045,0.459931135,-0.159772493,0.547776192,0.465986123,0.135850887,0.617380381,0.626298606,0.639481246,0.617943048,0.637665391,0.579105258,0.588532388,0.464573413,0.439414144,0.552456558,0.370545745,0.635375142,0.2908099,0.668627024,0.505798459,0.515345931,0.34433496,0.309683263,0.298982859,0.270849615,0.315979093,0.297797322,0.576180816,0.566650152,0.813688397,0.837318897,-0.102836013,0.155713752,-0.283890158,0.140417412,-0.217316628,0.108825818,0.042709708,0.128215075,-0.128475145,0.199558839,-0.066952176,-0.079802662,36
../kotu/Test Data/Dataset82/36\134.jpg,0.363286237,0.341945579,0.049221156,0.368693173,0.355906268,-0.359816571,0.424097508,0.277407256,0.237454608,0.616892576,0.263404354,-0.062199111,0.434527785,0.206035612,0.14553564,0.508117974,0.197589502,-0.171922475,0.398807824,0.379953563,0.374758661,0.38800323,0.377435744,0.338122725,0.337664306,0.533571899,0.513910532,0.610828459,0.414914161,0.70627737,0.343467832,0.319585741,0.230923057,0.233638197,0.363130152,0.353037417,0.473665595,0.439161122,0.094626442,0.109068178,0.267219007,0.27540046,0.428367615,0.447753131,-0.126313522,-0.002511903,0.077361964,-0.399239451,0.100378796,-0.348528266,-0.030077292,-0.117102385,0.116788134,-0.066983044,0.242456824,0.353118867,36
../kotu/Test Data/Dataset82/36\142.jpg,0.677315712,0.269831027,-0.26989767,0.62823838,0.302757894,0.097075085,0.344191949,0.552146802,-0.181716556,0.586441,0.553665608,0.130380233,0.504633655,0.424384733,-0.191980968,0.574707429,0.43648686,0.135891957,0.675069273,0.653690875,0.69289434,0.653239548,0.697752357,0.577784717,0.64130044,0.484999239,0.471057862,0.585432172,0.349948764,0.68889159,0.21156922,0.524823725,0.396875948,0.388669044,0.238053605,0.203598738,0.273344129,0.217225298,0.351908416,0.330454975,0.560676217,0.55403018,0.748412192,0.771955252,-0.084530547,0.10839276,-0.267350674,0.141730934,-0.31468612,0.024566391,-0.227656215,0.126914293,-0.127150044,0.155833647,-0.181442186,-0.236557439,36
../kotu/Test Data/Dataset82/36\144.jpg,0.230283638,0.647031864,0.153759819,0.212098122,0.675551037,-0.39097171,0.723306,0.600474993,0.269973884,0.446005702,0.618987004,-5.98E-05,0.535086224,0.545177698,0.220989252,0.442491959,0.559068064,-0.174403523,0.365090013,0.301275343,0.303894669,0.202331275,0.221583247,0.132687747,0.165372998,0.59181267,0.581996143,0.434387863,0.719367862,0.311816573,0.868553996,0.64082706,0.582211971,0.565164685,0.672783434,0.651916623,0.771657705,0.724014282,0.468443036,0.463795185,0.626549184,0.606573224,0.761968791,0.731056571,-0.022317505,0.22228764,0.249374524,-0.461060733,0.222171769,-0.411110967,-0.010266837,-0.179507986,0.178894833,-0.042959154,0.2346984,0.396328419,36
../kotu/Test Data/Dataset82/36\147.jpg,0.453315914,0.206412151,0.032404602,0.481430988,0.18704849,-0.093985289,0.790293713,0.588763138,0.22352309,0.517143269,0.564182222,-0.124191751,0.608465294,0.397688776,0.226986776,0.519594351,0.36004588,-0.199989895,0.278590173,0.389827251,0.371210575,0.552400053,0.502988577,0.502065659,0.485748589,0.654944539,0.65731883,0.514011264,0.796866477,0.382474005,0.916695833,0.352321297,0.232740194,0.280011386,0.135357708,0.162987471,0.193047568,0.176237598,0.303633273,0.318918407,0.543764174,0.594136536,0.845149219,0.85323447,0.000433023,-0.037914813,0.291925013,-0.165498599,0.12926966,0.148851976,-0.323980868,-0.192221224,0.192000881,-0.142439216,0.197034433,0.281533957,36
../kotu/Test Data/Dataset82/36\156.jpg,0.236273249,0.582963169,-0.050217548,0.247945845,0.601412555,-0.444711506,0.420813402,0.537705392,0.212456596,0.757264177,0.511384696,0.100439685,0.434040427,0.431517094,0.116780474,0.576586982,0.423061182,-0.124252252,0.287702173,0.347722709,0.322012126,0.246036828,0.234346509,0.150077999,0.152461112,0.626479983,0.581009805,0.755558252,0.39909935,0.889754295,0.282331049,0.567359447,0.449767649,0.442354083,0.602875531,0.585074723,0.751594484,0.7214607,0.317321509,0.329457134,0.502094388,0.522740066,0.71473819,0.760918975,-0.182643965,0.299873412,0.024461215,-0.477142274,0.000708488,-0.482789844,-0.175822347,-0.121993966,0.121674038,0.12343961,0.204206169,0.311489582,36
../kotu/Test Data/Dataset82/36\158.jpg,0.524970233,0.669088821,0.27658534,0.503168494,0.647010525,-0.21480305,0.636683722,0.701378703,0.089271101,0.656304757,0.713345508,-0.113409912,0.571860433,0.67361925,0.116421185,0.582615634,0.681731065,-0.117067079,0.4726668,0.490847409,0.495385468,0.493365735,0.531558871,0.525292337,0.547966361,0.591761053,0.591216147,0.66523844,0.628979683,0.711914778,0.689855337,0.765371263,0.71699971,0.708230674,0.636678994,0.657914877,0.587352872,0.641120911,0.617340326,0.61150229,0.710853159,0.701124787,0.811843038,0.791509032,-0.027902506,-0.122599274,0.171482712,-0.233523414,0.293359309,-0.277314961,0.364914,-0.106629059,0.106433183,-0.111001402,0.071347661,0.090032458,36
../kotu/Test Data/Dataset82/36\159.jpg,0.533449143,0.686668058,-0.458623568,0.556501557,0.635831455,0.185287327,0.276416918,0.540565809,-0.205847139,0.615888586,0.550578783,0.394303237,0.463370413,0.44395268,-0.274045964,0.594867597,0.439294984,0.274905185,0.668837667,0.68454206,0.6709975,0.547707558,0.527686,0.437255055,0.401663929,0.4772062,0.44220382,0.622854531,0.276909918,0.747605026,0.110137016,0.628739119,0.480963409,0.527572989,0.631876588,0.692223728,0.794654369,0.840207458,0.28708896,0.26769197,0.549832582,0.53659308,0.814814806,0.817412376,-0.15263781,0.544392705,-0.423139334,0.26399824,-0.514335752,0.105665192,-0.438395619,0.18205522,-0.182203531,0.456461787,-0.216795027,-0.218542859,36
../kotu/Test Data/Dataset82/36\169.jpg,0.757284562,0.617281357,-0.234571109,0.728058636,0.603370527,0.115526751,0.273264329,0.550571134,-0.080364741,0.565914402,0.538570593,0.175433862,0.454952558,0.420640181,-0.130210196,0.551737179,0.415824562,0.146196601,0.616227448,0.651456654,0.686193824,0.714920878,0.742180705,0.817798376,0.843479156,0.441761166,0.411726207,0.561993718,0.266937643,0.693988323,0.141129136,0.541869164,0.421043277,0.421830833,0.618281007,0.629239261,0.770787299,0.800773978,0.284628898,0.261414319,0.541801512,0.578675389,0.789281368,0.811623693,0.009437661,0.217397347,-0.171700686,0.155620888,-0.280340642,0.061273798,-0.251672,0.088308193,-0.088875845,0.220596045,-0.130054057,-0.022164321,36
../kotu/Test Data/Dataset82/36\172.jpg,0.749521732,0.28116479,-0.158300014,0.751331031,0.287764688,0.216255854,0.73876369,0.659058839,-0.068412083,0.567387144,0.614876479,0.232701878,0.737638374,0.467641751,-0.154824441,0.672964295,0.440011114,0.178890228,0.920434713,0.81523335,0.818715096,0.737270415,0.724466801,0.701489329,0.705383301,0.641003072,0.654003143,0.562656462,0.740196884,0.498501897,0.822091043,0.326655179,0.301847816,0.326397806,0.277157545,0.249416545,0.284288704,0.267680019,0.402872413,0.414956599,0.615313113,0.661570847,0.826443911,0.900649071,-0.082081035,0.31833759,-0.237976164,0.265341938,-0.199096888,0.226522982,-0.037826989,0.145357788,-0.145493388,0.234410256,-0.08100377,0.02126091,36
../kotu/Test Data/Dataset82/36\176.jpg,0.318887085,0.387522409,-0.163994486,0.36274154,0.401925166,-0.405257821,0.337205638,0.624679546,0.290384054,0.744056543,0.60601449,-0.173382282,0.353648523,0.517030974,0.094822258,0.539071331,0.507465601,-0.351038386,0.24588418,0.300920993,0.247251481,0.394432485,0.348318398,0.392871141,0.361091375,0.565219045,0.489197791,0.751073956,0.324496299,0.915876627,0.197922826,0.687973738,0.538727045,0.516101956,0.372337252,0.362997711,0.294711202,0.283467561,0.385447443,0.419186294,0.598222315,0.615804672,0.834373713,0.83904767,-0.550728858,-0.176572889,-0.214697093,-0.470469981,-0.085177109,-0.03576228,-0.192109257,-0.181588396,0.18136996,-0.161985561,0.317793906,0.371988297,36
../kotu/Test Data/Dataset82/36\183.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
../kotu/Test Data/Dataset82/36\196.jpg,0.410375724,0.385507594,0.11914121,0.418331424,0.367407044,-0.118027981,0.673740029,0.51617083,0.179881886,0.453081022,0.512549957,-0.009920775,0.551577151,0.445746412,0.144107322,0.467564086,0.438885242,-0.118224664,0.415428162,0.400627732,0.399642944,0.428420722,0.412617892,0.425945818,0.418866336,0.55190593,0.576782584,0.450158596,0.678305924,0.357178539,0.76613158,0.548433781,0.450872988,0.455186307,0.321487129,0.360726655,0.329861015,0.340609819,0.357936859,0.363387674,0.507845879,0.518665254,0.671867132,0.66645956,-0.038313016,0.120449364,0.157410428,-0.168279409,0.162961483,0.018657772,0.037051719,-0.134237364,0.133971155,-0.015974324,0.140940383,0.264734119,36
../kotu/Test Data/Dataset82/36\199.jpg,0.482770602,0.515413096,-0.106750779,0.571524461,0.547349582,-0.260201688,0.533620934,0.677275519,0.024076508,0.674580495,0.66642197,-0.068069393,0.528025369,0.587311665,-0.019772713,0.617495,0.599040965,-0.158817828,0.530476451,0.541571081,0.469092369,0.583147347,0.474678755,0.589854956,0.504540682,0.631608665,0.589974642,0.679305255,0.525009096,0.712827563,0.485879064,0.679085016,0.621946692,0.577459276,0.529910684,0.483360738,0.49019137,0.485419273,0.510375082,0.50323236,0.664801121,0.68124336,0.824089706,0.847350836,-0.177032888,-0.037868693,-0.13946481,-0.283057123,-0.089330569,-0.187433943,-0.091456957,-0.070320711,0.069978349,-0.096018776,0.010168323,-0.007917149,36
../kotu/Test Data/Dataset82/36\243.jpg,0.567845166,0.260699496,-0.150482702,0.566862404,0.259529675,0.331925874,0.286876798,0.632131596,-0.143788556,0.5450282,0.638984601,0.17017819,0.443709622,0.43896839,-0.186167901,0.531556735,0.442916398,0.145186166,0.724645138,0.625249803,0.63787657,0.540155888,0.527162313,0.535181522,0.538496614,0.43022427,0.408413619,0.539196134,0.284838676,0.665664196,0.167378098,0.25026679,0.237012163,0.258976668,0.251293898,0.248803958,0.290282965,0.274317861,0.440178514,0.425996363,0.651558518,0.631932139,0.82521677,0.838466287,-0.045999132,0.203179151,-0.268320203,0.347343475,-0.22315532,0.520231068,0.040027417,0.132289886,-0.132212549,0.175065532,-0.15797095,-0.141182169,36
../kotu/Test Data/Dataset82/36\25.jpg,0.593480945,0.435270637,-0.109531129,0.609174728,0.433475008,0.176617538,0.33835492,0.60479632,-0.068934498,0.540138652,0.614897807,0.097194767,0.466207296,0.509934217,-0.148099681,0.545643081,0.519662837,0.110499419,0.5796749,0.632987499,0.62550801,0.603179455,0.576686561,0.591357231,0.578248262,0.463897198,0.436227888,0.540044546,0.336885989,0.616474211,0.241950884,0.631020367,0.53625685,0.546062469,0.421137393,0.416489273,0.343030781,0.343260169,0.395129025,0.374934465,0.627602637,0.608805716,0.821961761,0.83064878,-0.063556477,0.021306526,-0.269468099,0.194356799,-0.174196094,0.274275333,0.115070805,0.117889367,-0.118191667,0.152388409,-0.056639276,-0.03197255,36
../kotu/Test Data/Dataset82/36\270.jpg,0.421013673,0.702116549,0.15446377,0.510580709,0.736566186,-0.264484112,0.648031632,0.658185462,0.162713851,0.475969851,0.667897294,-0.020755035,0.550475836,0.574279388,0.136146689,0.487605085,0.586283733,-0.126274457,0.435553432,0.436209172,0.421714485,0.522648692,0.435218155,0.572884262,0.406108379,0.55513972,0.572437763,0.471466362,0.657275259,0.40130347,0.714381874,0.715708673,0.620651662,0.60332042,0.725882947,0.697645068,0.863163948,0.805384159,0.461794585,0.453181207,0.676404953,0.666336536,0.865492344,0.855038643,-0.032820158,0.095505275,0.163617998,-0.308405936,0.18344821,-0.263993412,0.116325103,-0.123900525,0.123797663,-0.033869855,0.121024407,0.243319482,36
../kotu/Test Data/Dataset82/36\297.jpg,0.331174582,0.603519171,0.220955968,0.367938638,0.648357004,-0.324937969,0.719090382,0.420510675,0.20635582,0.46050175,0.425696616,0.020396786,0.55548652,0.332509552,0.197576553,0.466601481,0.334520196,-0.129977452,0.364499509,0.369565219,0.346220911,0.414544523,0.368881345,0.319706172,0.278421491,0.57887423,0.588877976,0.451364994,0.731360674,0.351266026,0.837032497,0.578909159,0.445981652,0.434667796,0.655888081,0.618477106,0.84320128,0.757412612,0.121869937,0.136344627,0.435709,0.426516235,0.719510913,0.698671162,-0.003243653,0.207014635,0.265156716,-0.385674655,0.263135016,-0.345031172,0.134576172,-0.166004345,0.16580914,0.020180069,0.161763802,0.291494519,36
../kotu/Test Data/Dataset82/36\298.jpg,0.237798591,0.61254104,-0.07697404,0.253577481,0.634569337,-0.463446567,0.415553997,0.571605593,0.166548645,0.752969285,0.548798313,0.064226821,0.42774411,0.460724105,0.085968684,0.573868016,0.454519828,-0.13158838,0.290760815,0.34789288,0.317500234,0.251343131,0.238132179,0.161496431,0.157763362,0.611048281,0.560457945,0.762662888,0.405274153,0.885196686,0.280929893,0.609252453,0.482583314,0.461668789,0.635763884,0.61851114,0.785360813,0.75744319,0.326788992,0.343849629,0.554187179,0.576653898,0.765418768,0.794313252,-0.191198453,0.214572415,-0.011839059,-0.491206616,-0.029682523,-0.526259899,-0.189400539,-0.10964594,0.109357193,0.087753989,0.160387918,0.229900822,36
../kotu/Test Data/Dataset82/36\300.jpg,0.830805779,0.414851884,-0.031351671,0.824694574,0.436205725,0.060356478,0.770477891,0.618920426,-0.050849681,0.601724863,0.606776357,0.152714809,0.768816372,0.503516297,-0.097800462,0.698978941,0.503654659,0.14007553,0.836082697,0.827651024,0.843490958,0.8164801,0.821659803,0.829952598,0.827266574,0.675197959,0.695882082,0.594087839,0.767076075,0.535888791,0.848475516,0.667826235,0.538539112,0.527419448,0.378607392,0.327114165,0.391470671,0.390022039,0.373667181,0.358970046,0.598757684,0.624159396,0.847904205,0.873631835,0.018307138,0.198531538,-0.127491057,0.101061791,-0.095065221,-0.080606058,0.128501266,0.114735693,-0.115165554,0.144877195,-0.050744776,0.013361286,36
../kotu/Test Data/Dataset82/36\308.jpg,0.542485714,0.716985186,-0.60759453,0.560751607,0.688871642,0.144155854,0.277891815,0.562563936,-0.276825195,0.611256997,0.586850276,0.44893307,0.463029196,0.461133798,-0.345447903,0.592312276,0.475578715,0.295952613,0.67066288,0.680579007,0.66930908,0.555176675,0.542719841,0.446499139,0.415428221,0.476272643,0.442709476,0.62008518,0.277069032,0.737413168,0.113896936,0.670180976,0.531279385,0.547450781,0.689275801,0.721408069,0.84605974,0.882096708,0.291230291,0.272180676,0.60422647,0.563769937,0.865094066,0.851741195,-0.209494948,0.630781949,-0.539749742,0.234589383,-0.670747399,0.0260376,-0.612286448,0.215382889,-0.215468273,0.500634372,-0.281125695,-0.333881617,36
../kotu/Test Data/Dataset82/36\315.jpg,0.586186449,0.77479585,-0.233848011,0.602493783,0.751901269,0.083403597,0.524640461,0.699172994,-0.061323533,0.451800783,0.668326577,0.105924649,0.532067915,0.658729732,-0.115354031,0.521488428,0.648634255,0.089309933,0.579016089,0.591136456,0.577763975,0.592422545,0.562425494,0.623922348,0.618369877,0.489371538,0.48144573,0.483957291,0.53699404,0.382073522,0.555481613,0.746584296,0.682218075,0.696065187,0.762163043,0.790216863,0.811322689,0.8381055,0.567937672,0.568574131,0.695747018,0.711549878,0.74129504,0.817394972,-0.044577461,0.147224039,-0.179521218,0.119625419,-0.265211731,0.033205479,-0.256811082,0.094703235,-0.094935447,0.075846672,-0.071605429,-0.017429724,36
../kotu/Test Data/Dataset82/36\33.jpg,0.178737382,0.3566703,0.285735539,0.17377605,0.329521279,-0.171817863,0.206396336,0.567047566,0.147738154,0.435659816,0.553106815,-0.147218612,0.21589911,0.451043765,0.119243727,0.312311217,0.430839926,-0.190314117,0.140959606,0.163678095,0.161606014,0.178193018,0.188188493,0.179457039,0.186417639,0.331069589,0.305635393,0.442185968,0.180455923,0.533723891,0.133097693,0.635347426,0.467686892,0.495003074,0.315644294,0.344302207,0.20523265,0.230705619,0.262942821,0.296433955,0.561890066,0.561694264,0.834487557,0.843014479,-0.289628029,-0.194751129,0.054399405,-0.229337141,0.304494113,0.037921194,0.498313099,-0.132123098,0.131916344,-0.114781611,0.171415433,0.139882684,36
